Customer_ID,Customer_Name,Gender,Age,Nationality,Booking_ID,Booking_Date,Duration_of_Stay,Room_Type, Room_Rate , Additional_Room_Cost ,Loyalty_Status,Booking_Channel,Economic_Index,Travel_Purpose,Group_Size,Competitor_ID, Competitor_Room_Rate ,Competitor_Occupancy_Rate,Competitor_Promotions,Competitor_Name,Competitor_Rating,Competitor_Pricing_Strategy,Channel_Type,Local_Events,Cancellation
1591,Stephanie Turner,Male,60,Ghana,1591,05/09/2016,3,Double," $1,878.29 ", $856.75 ,No,Event,1,Other,1,4, $857.28 ,7.117,Event Special,Bahamas Luxury,1,Premium,Online,Sports Event,No
1592,Timothy Christian,Male,29,Algeria,1592,05/10/2016,4,Single," $1,151.42 ", $679.70 ,Yes,Phone,2,Leisure,1,2," $3,558.38 ",6.485,Loyalty Offer,Luxury Stay,1,Budget,Third-party,Concert,No
1593,Mitchell Anthony,Male,45,Kenya,1593,05/11/2016,1,Suite, $664.23 , $300.00 ,No,Online Travel Agency,2,Event,1,2," $3,649.91 ",9.736,Seasonal Discount,Oxford Road,4,Premium,Direct,Festival,No
1594,Steven Taylor,Male,67,Nigeria,1594,05/12/2016,4,Deluxe, $842.73 , $825.58 ,No,Phone,5,Leisure,2,1," $4,155.10 ",7.248,Event Special,Luxury Stay,5,Budget,Online,Sports Event,No
1595,Jennifer Alexander,Male,49,Nigeria,1595,5/13/2016,2,Deluxe," $1,573.59 ", $954.05 ,Yes,Online Travel Agency,3,Business,3,2," $4,464.11 ",9.012,Seasonal Discount,Oxford Road,3,Competitive,Direct,Concert,No
1596,Beverly King,Male,58,Ghana,1596,5/14/2016,14,Suite," $1,078.52 ", $505.57 ,Yes,Phone,5,Other,1,2," $2,920.52 ",9.857,Loyalty Offer,Oxford Road,4,Premium,Direct,Sports Event,No
1597,Steve Obrien,Male,18,Egypt,1597,5/15/2016,3,Single," $1,810.64 "," $1,317.47 ",No,Phone,4,Leisure,1,2," $1,419.50 ",5.351,Seasonal Discount,Blue Roof Hotel,2,Budget,Online,Conference,Yes
1598,Dana George,Female,21,Ghana,1598,5/16/2016,5,Double," $1,610.14 ", $563.81 ,No,Event,3,Business,3,1," $4,132.46 ",8.346,Event Special,Luxury Stay,2,Premium,Third-party,None,No
1599,Robert Parsons,Female,20,Zimbabwe,1599,5/17/2016,3,Deluxe, $500.00 ," $1,142.19 ",Yes,Direct,2,Leisure,2,1," $1,124.53 ",9.106,Event Special,Luxury Stay,1,Competitive,Online,Sports Event,No
1600,Phillip Li,Male,20,Nigeria,1600,5/18/2016,14,Suite," $1,004.75 ", $676.95 ,Yes,Online Travel Agency,1,Leisure,1,1," $1,316.17 ",5.045,Loyalty Offer,Blue Roof Hotel,3,Premium,Direct,Sports Event,No
1601,Nichole Singleton,Male,63,Zimbabwe,1601,5/19/2016,10,Deluxe," $1,829.31 "," $1,189.28 ",Yes,Phone,3,Event,1,2," $3,999.76 ",5.423,None,Luxury Stay,3,Premium,Third-party,Festival,No
1602,Dr. Arthur Miller,Female,35,Egypt,1602,5/20/2016,1,Single," $1,137.84 ", $892.47 ,No,Direct,2,Leisure,2,1," $3,025.70 ",8.135,Event Special,Oxford Road,4,Budget,Direct,None,No
1603,Michael Harris,Female,30,Kenya,1603,5/21/2016,1,Double," $1,195.98 ", $360.30 ,No,Event,2,Business,1,4," $2,911.62 ",7.771,Event Special,Bahamas Luxury,3,Budget,Online,None,Yes
1604,Kimberly Little,Male,70,Zimbabwe,1604,5/22/2016,4,Single," $1,551.70 "," $1,200.63 ",No,Walk-In,4,Event,1,2," $1,050.51 ",5.486,None,Luxury Stay,2,Budget,Direct,Sports Event,No
1605,Heather Anderson,Male,57,Zimbabwe,1605,5/23/2016,5,Single," $1,890.06 "," $1,166.88 ",No,Event,2,Business,2,1," $2,119.50 ",9.842,None,Luxury Stay,4,Competitive,Third-party,Festival,No
1606,Kathryn Schaefer,Male,59,Nigeria,1606,5/24/2016,7,Single," $1,291.62 ", $666.05 ,Yes,Walk-In,2,Event,2,2, $847.51 ,6.417,Event Special,Oxford Road,2,Competitive,Direct,Festival,No
1607,Karen Livingston,Male,41,Ghana,1607,5/25/2016,14,Single," $1,244.28 "," $1,208.62 ",No,Direct,2,Event,1,3," $4,466.81 ",9.379,Event Special,Blue Roof Hotel,5,Competitive,Online,Concert,No
1608,Jennifer Higgins,Male,24,Nigeria,1608,5/26/2016,2,Deluxe," $1,328.87 "," $1,017.45 ",No,Walk-In,2,Business,1,3," $2,074.81 ",8.523,Seasonal Discount,Bahamas Luxury,1,Competitive,Direct,Conference,No
1609,Gary Farmer,Male,40,Ghana,1609,5/27/2016,4,Single," $1,080.38 ", $925.45 ,Yes,Direct,4,Business,1,3," $3,763.56 ",9.397,Loyalty Offer,Bahamas Luxury,4,Competitive,Agent,Festival,Yes
1610,Joshua Campbell,Male,69,Algeria,1610,5/28/2016,3,Single," $1,636.72 ", $963.10 ,No,Event,4,Business,2,3," $3,395.69 ",7.999,Loyalty Offer,Blue Roof Hotel,3,Competitive,Online,Festival,No
1611,Shawn Miller Jr.,Male,32,Ghana,1611,5/29/2016,5,Double," $1,425.25 "," $1,214.74 ",No,Online Travel Agency,3,Event,4,4," $2,907.09 ",9.42,None,Luxury Stay,4,Premium,Third-party,None,No
1612,Nathan Graham,Male,63,Egypt,1612,5/30/2016,3,Suite, $847.33 , $686.35 ,Yes,Walk-In,1,Leisure,2,2," $3,289.88 ",8.501,Loyalty Offer,Blue Roof Hotel,5,Competitive,Third-party,Concert,No
1613,Sarah Wood,Male,18,Egypt,1613,5/31/2016,10,Double," $1,386.49 ", $923.23 ,No,Phone,2,Leisure,3,2," $1,227.94 ",7.303,Event Special,Blue Roof Hotel,5,Budget,Agent,Festival,No
1614,Hannah Wood,Male,38,Egypt,1614,06/01/2016,10,Suite," $1,076.78 ", $741.37 ,Yes,Direct,1,Other,2,2," $2,842.38 ",6.147,None,Blue Roof Hotel,2,Competitive,Direct,Conference,No
1615,Rebecca Silva,Male,54,Morocco,1615,06/02/2016,5,Deluxe," $1,181.20 ", $873.23 ,No,Phone,4,Leisure,2,2," $1,907.19 ",9.68,Event Special,Blue Roof Hotel,5,Budget,Third-party,Sports Event,No
1616,Peggy Stevens,Male,50,Uganda,1616,06/03/2016,14,Deluxe, $870.99 , $773.83 ,No,Phone,2,Event,4,3," $2,917.45 ",9.003,None,Luxury Stay,3,Budget,Online,Sports Event,No
1617,Benjamin Banks,Male,54,Zimbabwe,1617,06/04/2016,5,Suite," $1,636.45 ", $770.21 ,No,Phone,4,Business,5,4," $1,805.35 ",7.641,Loyalty Offer,Bahamas Luxury,1,Budget,Direct,Sports Event,No
1618,Tammy Wagner,Male,36,Nigeria,1618,06/05/2016,5,Single," $1,123.38 ", $648.06 ,Yes,Walk-In,4,Business,4,2," $1,191.95 ",6.223,None,Blue Roof Hotel,2,Competitive,Online,None,No
1619,Benjamin Maddox,Female,68,Nigeria,1619,06/06/2016,2,Suite, $725.66 ," $1,704.05 ",No,Walk-In,2,Business,3,3," $1,263.44 ",5.985,None,Bahamas Luxury,3,Competitive,Online,Concert,No
1620,Kristin Wood,Male,53,Nigeria,1620,06/07/2016,7,Double," $1,521.63 "," $1,420.23 ",No,Online Travel Agency,2,Leisure,2,3," $1,304.04 ",6.793,Loyalty Offer,Bahamas Luxury,4,Budget,Online,Conference,No
1621,Theodore Greene,Male,43,Nigeria,1621,06/08/2016,5,Double," $1,544.61 ", $652.65 ,Yes,Event,1,Leisure,4,4," $3,761.16 ",7.063,None,Luxury Stay,5,Competitive,Online,Sports Event,No
1622,Heather Myers,Male,48,Kenya,1622,06/09/2016,4,Double," $1,090.99 ", $385.34 ,Yes,Event,2,Other,1,1," $2,917.30 ",9.062,Event Special,Bahamas Luxury,1,Premium,Third-party,Concert,No
1623,Christopher Tyler,Male,49,Egypt,1623,06/10/2016,1,Single, $546.95 ," $1,086.61 ",No,Direct,3,Other,3,4," $2,918.22 ",5.693,Loyalty Offer,Bahamas Luxury,3,Budget,Direct,Concert,No
1624,Adam Smith,Male,33,Ghana,1624,06/11/2016,5,Double, $752.36 ," $1,018.02 ",Yes,Direct,2,Event,2,1," $1,744.13 ",7.748,None,Blue Roof Hotel,3,Competitive,Third-party,Concert,No
1625,Steven Gibbs,Female,42,Ghana,1625,06/12/2016,14,Deluxe, $826.52 , $459.85 ,Yes,Phone,5,Other,1,3," $3,851.82 ",6.368,Seasonal Discount,Bahamas Luxury,1,Premium,Third-party,Festival,No
1626,Christina Sanchez,Male,40,Uganda,1626,6/13/2016,7,Suite," $1,390.64 "," $1,030.71 ",No,Walk-In,1,Leisure,2,2," $1,957.16 ",6.213,None,Bahamas Luxury,3,Budget,Agent,Conference,Yes
1627,Angela Ellis,Male,20,Zimbabwe,1627,6/14/2016,2,Suite," $1,345.28 ", $423.64 ,Yes,Phone,3,Event,1,1," $2,006.84 ",5.491,None,Luxury Stay,5,Premium,Agent,None,No
1628,Daniel Ortiz,Male,41,Ghana,1628,6/15/2016,3,Deluxe," $1,738.33 "," $1,257.30 ",No,Walk-In,1,Other,4,1, $944.10 ,5.763,Event Special,Oxford Road,1,Premium,Agent,Concert,No
1629,Steven Zimmerman,Male,51,Algeria,1629,6/16/2016,5,Single," $1,379.82 ", $365.25 ,No,Event,3,Business,1,1," $2,328.72 ",9.842,None,Luxury Stay,3,Premium,Agent,Festival,No
1630,Robert Ross,Male,60,Tanzania,1630,6/17/2016,1,Single," $1,447.28 ", $916.09 ,No,Direct,3,Event,1,1," $2,328.72 ",5.456,Event Special,Bahamas Luxury,3,Budget,Third-party,None,No
1631,Antonio Porter,Male,70,Kenya,1631,6/18/2016,2,Suite," $2,161.81 ", $996.37 ,No,Online Travel Agency,5,Business,2,2," $2,623.69 ",5.592,Event Special,Oxford Road,5,Competitive,Online,Sports Event,No
1632,Stephanie Gutierrez,Male,26,Uganda,1632,6/19/2016,2,Single," $1,023.47 ", $886.51 ,No,Walk-In,2,Other,1,2," $1,799.44 ",6.766,Event Special,Bahamas Luxury,4,Competitive,Online,Concert,Yes
1633,Crystal Sosa,Male,59,Nigeria,1633,6/20/2016,3,Suite," $1,448.35 ", $652.57 ,No,Direct,1,Leisure,4,4," $1,398.71 ",9.721,Seasonal Discount,Blue Roof Hotel,1,Competitive,Direct,Concert,No
1634,Chris Gonzalez,Male,65,Nigeria,1634,6/21/2016,5,Single, $911.09 , $744.11 ,Yes,Event,3,Other,2,3," $2,481.94 ",7.882,None,Blue Roof Hotel,5,Competitive,Agent,None,Yes
1635,Nathan Allen,Male,63,South Africa,1635,6/22/2016,7,Suite," $1,590.62 ", $823.34 ,No,Event,2,Other,2,1," $1,976.45 ",6.135,None,Blue Roof Hotel,5,Premium,Direct,Sports Event,Yes
1636,Scott Bailey,Male,33,Egypt,1636,6/23/2016,4,Double," $1,453.45 "," $1,009.11 ",Yes,Phone,4,Leisure,4,3," $2,179.39 ",9.61,Seasonal Discount,Luxury Stay,1,Competitive,Direct,Concert,No
1637,Elizabeth Campbell,Male,37,Ghana,1637,6/24/2016,5,Deluxe," $1,134.69 ", $817.43 ,No,Phone,1,Leisure,1,3," $1,669.05 ",7.225,None,Bahamas Luxury,3,Premium,Online,None,Yes
1638,Nicole Campbell,Female,32,Nigeria,1638,6/25/2016,2,Double," $1,568.87 "," $1,120.71 ",No,Event,3,Other,1,1," $1,904.67 ",8.336,Seasonal Discount,Blue Roof Hotel,1,Competitive,Agent,Conference,No
1639,Kimberly Morris,Male,56,Ghana,1639,6/26/2016,14,Double," $1,553.10 ", $784.87 ,No,Direct,4,Leisure,2,3," $2,227.89 ",7.365,Event Special,Luxury Stay,1,Budget,Direct,None,Yes
1640,Jacqueline Harvey,Male,55,Tanzania,1640,6/27/2016,10,Deluxe, $888.55 , $915.99 ,No,Online Travel Agency,3,Leisure,2,3," $3,256.29 ",5.025,None,Oxford Road,3,Budget,Agent,Festival,Yes
1641,Brittany Reese,Male,53,Nigeria,1641,6/28/2016,5,Double, $875.08 , $969.03 ,No,Phone,5,Other,3,1," $3,190.89 ",5.255,Loyalty Offer,Blue Roof Hotel,2,Premium,Agent,None,No
1642,Diane Sweeney,Male,29,Egypt,1642,6/29/2016,4,Suite, $811.22 , $685.12 ,No,Event,5,Leisure,2,1," $4,219.68 ",7.744,None,Blue Roof Hotel,5,Budget,Online,None,No
1643,Ricardo Hughes,Male,56,Morocco,1643,6/30/2016,10,Suite, $551.13 , $545.78 ,No,Event,4,Event,1,3," $4,470.35 ",5.405,Event Special,Oxford Road,1,Premium,Third-party,Sports Event,No
1644,Destiny Fisher,Female,46,Egypt,1644,07/01/2016,4,Suite, $500.00 ," $1,165.11 ",No,Direct,1,Business,2,4," $4,439.22 ",9.199,None,Blue Roof Hotel,5,Competitive,Online,Conference,No
1645,Mary Wright,Female,53,Tanzania,1645,07/02/2016,2,Suite, $952.65 , $678.08 ,No,Direct,3,Event,2,2," $4,244.47 ",9.16,Event Special,Bahamas Luxury,4,Budget,Online,None,No
1646,Christine Sparks,Female,60,Zimbabwe,1646,07/03/2016,1,Single," $1,325.66 ", $970.78 ,No,Walk-In,5,Leisure,3,3," $2,981.59 ",8.159,Event Special,Bahamas Luxury,2,Premium,Online,Sports Event,No
1647,Andrea Robertson,Male,49,Tanzania,1647,07/04/2016,7,Suite," $1,175.39 ", $490.45 ,No,Walk-In,4,Event,3,1," $1,293.11 ",5.149,None,Bahamas Luxury,5,Budget,Online,Festival,Yes
1648,Brian Thompson,Male,63,Nigeria,1648,07/05/2016,2,Double," $1,223.11 ", $867.23 ,No,Phone,1,Other,1,1," $1,552.11 ",7.934,Loyalty Offer,Bahamas Luxury,3,Budget,Online,Festival,No
1649,Frederick Valencia,Female,35,Algeria,1649,07/06/2016,7,Single," $1,171.34 ", $436.98 ,No,Phone,5,Business,1,4," $4,419.96 ",8.736,None,Bahamas Luxury,5,Competitive,Online,Concert,No
1650,Jorge Mullins,Male,59,Nigeria,1650,07/07/2016,14,Double," $1,059.54 ", $995.66 ,No,Online Travel Agency,5,Leisure,2,4," $2,015.30 ",5.285,None,Luxury Stay,3,Competitive,Direct,None,No
1651,Richard Boyd,Male,32,South Africa,1651,07/08/2016,4,Single, $936.70 , $588.69 ,No,Direct,2,Other,2,1," $2,060.13 ",5.104,None,Luxury Stay,1,Competitive,Third-party,None,No
1652,Douglas Mcneil,Male,58,Nigeria,1652,07/09/2016,4,Single," $1,677.80 ", $971.72 ,No,Event,4,Event,1,4," $2,757.67 ",5.027,Loyalty Offer,Blue Roof Hotel,5,Budget,Agent,Concert,No
1653,Kevin Grant,Male,68,Nigeria,1653,07/10/2016,14,Double," $1,371.57 ", $811.30 ,No,Phone,3,Event,5,3, $811.27 ,5.01,None,Bahamas Luxury,1,Competitive,Direct,Concert,No
1654,Carlos Forbes,Male,53,Morocco,1654,07/11/2016,14,Deluxe," $1,567.87 "," $1,287.41 ",Yes,Online Travel Agency,5,Leisure,1,2," $2,844.13 ",6.057,Loyalty Offer,Oxford Road,2,Premium,Third-party,None,Yes
1655,Kristin Price,Male,55,Ghana,1655,07/12/2016,10,Suite," $1,260.22 ", $854.96 ,No,Walk-In,4,Business,3,2," $1,352.40 ",7.808,Loyalty Offer,Luxury Stay,1,Competitive,Agent,Festival,No
1656,Jennifer Bates,Female,49,Egypt,1656,7/13/2016,5,Deluxe," $1,943.54 "," $1,356.59 ",Yes,Phone,5,Other,2,1," $2,445.13 ",5.074,Event Special,Bahamas Luxury,5,Competitive,Online,Conference,No
1657,Justin Harrington DVM,Female,52,Zimbabwe,1657,7/14/2016,7,Double, $734.36 ," $1,432.61 ",No,Walk-In,2,Business,2,3," $1,119.08 ",6.345,None,Luxury Stay,3,Premium,Direct,Conference,No
1658,Samuel Chambers,Male,64,South Africa,1658,7/15/2016,7,Double," $1,323.81 "," $1,142.51 ",No,Phone,2,Other,2,2," $1,490.37 ",8.927,None,Oxford Road,4,Budget,Online,Festival,Yes
1659,Kimberly Davis,Male,49,Tanzania,1659,7/16/2016,3,Single," $1,126.74 ", $921.95 ,No,Walk-In,2,Other,2,4," $2,193.20 ",7.047,None,Oxford Road,3,Budget,Online,Festival,No
1660,Elizabeth Lucas,Male,37,Algeria,1660,7/17/2016,4,Suite," $1,582.40 ", $362.65 ,Yes,Walk-In,1,Other,5,3," $2,742.89 ",9.326,None,Oxford Road,3,Budget,Direct,None,No
1661,Andrea Carter,Male,37,Morocco,1661,7/18/2016,14,Double," $1,947.25 ", $531.32 ,Yes,Phone,5,Event,2,2," $3,129.17 ",7.468,Seasonal Discount,Luxury Stay,4,Budget,Third-party,Sports Event,No
1662,Jennifer Sloan,Female,55,Egypt,1662,7/19/2016,1,Deluxe, $944.15 , $483.59 ,No,Direct,1,Business,1,3," $4,378.50 ",7.63,Seasonal Discount,Luxury Stay,5,Budget,Agent,Concert,Yes
1663,Brandon Bryant,Male,41,Morocco,1663,7/20/2016,7,Suite," $1,324.97 ", $331.49 ,No,Online Travel Agency,3,Other,4,3," $1,190.54 ",7.003,Seasonal Discount,Bahamas Luxury,2,Premium,Direct,Concert,No
1664,Christopher Howard,Male,30,Egypt,1664,7/21/2016,2,Double," $1,398.89 ", $798.32 ,Yes,Phone,4,Other,2,1," $1,196.79 ",9.406,None,Oxford Road,5,Budget,Agent,Conference,No
1665,Kaitlyn Lin,Male,64,Morocco,1665,7/22/2016,4,Double, $593.65 , $349.27 ,No,Online Travel Agency,3,Business,4,1, $807.43 ,6.393,Event Special,Oxford Road,1,Premium,Third-party,Sports Event,No
1666,Nathan Garcia,Male,34,Egypt,1666,7/23/2016,5,Deluxe, $500.00 ," $1,067.56 ",No,Event,1,Leisure,2,1," $1,830.25 ",6.318,Event Special,Luxury Stay,1,Budget,Online,Festival,No
1667,Linda Brown,Male,51,Egypt,1667,7/24/2016,5,Deluxe," $1,122.16 ", $997.67 ,No,Online Travel Agency,4,Other,1,2," $3,766.91 ",9.695,Seasonal Discount,Oxford Road,1,Premium,Third-party,Concert,No
1668,Gregory Smith,Male,48,Ghana,1668,7/25/2016,3,Deluxe," $1,160.93 ", $771.36 ,Yes,Walk-In,5,Leisure,1,1," $3,272.68 ",5.712,Event Special,Oxford Road,4,Competitive,Online,None,No
1669,Dylan Powell,Male,45,Nigeria,1669,7/26/2016,2,Deluxe," $1,644.88 ", $752.54 ,No,Event,2,Leisure,5,4," $3,828.13 ",5.032,Seasonal Discount,Blue Roof Hotel,1,Competitive,Direct,Concert,No
1670,Cindy King,Male,56,Nigeria,1670,7/27/2016,10,Double," $1,298.00 ", $791.73 ,No,Event,4,Event,1,3," $4,443.33 ",8.452,Loyalty Offer,Oxford Road,4,Competitive,Agent,None,Yes
1671,Barbara Stanton,Male,21,Algeria,1671,7/28/2016,4,Double," $1,117.81 ", $944.25 ,No,Walk-In,1,Business,1,4," $4,238.45 ",5.581,Event Special,Blue Roof Hotel,3,Budget,Direct,Concert,No
1672,April Wright,Female,40,Tanzania,1672,7/29/2016,3,Single," $1,235.36 ", $670.62 ,No,Direct,2,Other,1,2," $3,384.08 ",7.668,None,Bahamas Luxury,5,Budget,Direct,Sports Event,No
1673,Bruce Scott,Male,19,South Africa,1673,7/30/2016,1,Suite," $1,739.18 "," $1,100.45 ",No,Online Travel Agency,4,Business,2,3, $884.67 ,6.299,None,Blue Roof Hotel,5,Competitive,Online,Concert,Yes
1674,Angela Lee,Male,32,Egypt,1674,7/31/2016,4,Suite," $1,168.11 ", $678.72 ,No,Event,2,Leisure,1,4," $1,037.76 ",6.631,Event Special,Luxury Stay,4,Competitive,Third-party,Festival,Yes
1675,Maria Stephens PhD,Male,45,Zimbabwe,1675,08/01/2016,3,Suite, $840.42 , $339.29 ,No,Direct,2,Business,3,4," $4,465.21 ",8.7,Event Special,Oxford Road,2,Competitive,Third-party,Sports Event,No
1676,Tara Houston,Female,18,Algeria,1676,08/02/2016,14,Deluxe," $1,467.89 ", $546.63 ,Yes,Direct,1,Other,5,3," $2,353.76 ",9.483,Event Special,Luxury Stay,4,Competitive,Third-party,Conference,No
1677,Jeanne Miller,Male,61,Morocco,1677,08/03/2016,7,Double," $1,877.64 ", $735.86 ,No,Direct,1,Leisure,2,3," $3,792.34 ",6.134,Loyalty Offer,Bahamas Luxury,1,Budget,Third-party,Conference,No
1678,Daniel Howard,Male,27,South Africa,1678,08/04/2016,7,Double, $915.71 ," $1,100.90 ",No,Phone,2,Other,2,3," $2,801.85 ",9.409,Loyalty Offer,Bahamas Luxury,1,Competitive,Agent,Concert,No
1679,Christopher Valentine,Male,53,Nigeria,1679,08/05/2016,7,Deluxe, $500.00 , $468.01 ,No,Event,4,Event,2,1," $4,251.32 ",8.903,Seasonal Discount,Bahamas Luxury,5,Budget,Third-party,None,No
1680,Barbara Pham,Female,32,Egypt,1680,08/06/2016,1,Deluxe," $1,259.00 ", $596.96 ,Yes,Online Travel Agency,5,Other,2,2," $3,526.18 ",5.505,Event Special,Bahamas Luxury,4,Budget,Direct,Conference,Yes
1681,Felicia Jones,Male,50,Ghana,1681,08/07/2016,5,Double," $1,726.44 ", $974.37 ,No,Event,4,Business,1,2," $2,945.94 ",8.715,None,Luxury Stay,5,Budget,Direct,Concert,Yes
1682,Amanda Stuart,Male,44,Algeria,1682,08/08/2016,2,Double," $1,691.38 ", $836.75 ,Yes,Phone,3,Event,2,1," $2,305.23 ",5.409,None,Luxury Stay,2,Budget,Agent,Conference,No
1683,Courtney Banks,Male,30,Algeria,1683,08/09/2016,2,Suite," $1,199.23 ", $432.66 ,Yes,Direct,3,Event,2,1," $2,537.61 ",6.03,Loyalty Offer,Blue Roof Hotel,5,Premium,Agent,Sports Event,No
1684,Carmen Rodriguez,Male,70,Nigeria,1684,08/10/2016,1,Suite," $1,387.46 ", $598.71 ,No,Event,1,Event,2,2, $885.74 ,9.378,Seasonal Discount,Bahamas Luxury,5,Competitive,Direct,Conference,Yes
1685,Lori Gutierrez,Male,63,South Africa,1685,08/11/2016,4,Double, $500.00 , $698.31 ,No,Online Travel Agency,5,Business,1,4," $1,578.13 ",6.427,Loyalty Offer,Luxury Stay,2,Competitive,Direct,Festival,Yes
1686,David Crosby,Male,32,Kenya,1686,08/12/2016,14,Double," $2,003.74 ", $737.25 ,No,Direct,5,Business,1,2," $4,364.49 ",6.49,Seasonal Discount,Oxford Road,2,Competitive,Third-party,Sports Event,Yes
1687,Catherine Parks,Male,37,Nigeria,1687,8/13/2016,2,Double, $823.20 ," $1,005.87 ",No,Online Travel Agency,5,Business,2,3," $2,260.65 ",6.598,Loyalty Offer,Bahamas Luxury,1,Competitive,Online,Sports Event,No
1688,David Vaughn,Male,47,Tanzania,1688,8/14/2016,2,Deluxe," $1,696.42 ", $424.12 ,No,Online Travel Agency,5,Event,1,3," $1,149.18 ",9.934,Loyalty Offer,Oxford Road,5,Competitive,Online,Concert,Yes
1689,Jonathan Jennings,Female,69,Tanzania,1689,8/15/2016,10,Deluxe," $1,224.81 ", $607.14 ,No,Event,1,Business,1,1," $2,257.42 ",6.573,Event Special,Oxford Road,3,Competitive,Direct,Festival,No
1690,Evan Holmes,Female,35,Egypt,1690,8/16/2016,1,Single, $994.83 ," $1,293.63 ",No,Direct,2,Event,2,4," $1,269.42 ",6.471,None,Oxford Road,2,Competitive,Direct,Conference,No
1691,Kaylee Beard,Male,24,Zimbabwe,1691,8/17/2016,14,Deluxe," $1,585.83 ", $590.52 ,No,Online Travel Agency,2,Business,1,1," $3,991.46 ",9.737,None,Bahamas Luxury,4,Premium,Agent,Conference,No
1692,Lori Martinez,Male,65,Nigeria,1692,8/18/2016,1,Single, $859.74 ," $1,276.38 ",No,Event,4,Leisure,2,4," $4,064.70 ",6.119,Event Special,Bahamas Luxury,2,Budget,Online,Conference,No
1693,Brenda Guerra,Female,51,Uganda,1693,8/19/2016,7,Double," $1,327.81 ", $586.18 ,Yes,Phone,4,Other,1,1," $4,144.56 ",9.247,Event Special,Luxury Stay,3,Budget,Agent,None,No
1694,Amanda Rodriguez,Female,31,Nigeria,1694,8/20/2016,10,Double," $1,078.43 ", $617.50 ,No,Online Travel Agency,1,Business,4,1, $881.43 ,6.473,Loyalty Offer,Bahamas Luxury,4,Premium,Agent,Conference,No
1695,Lisa Henderson,Male,40,Nigeria,1695,8/21/2016,5,Suite, $946.44 ," $1,254.42 ",Yes,Event,5,Leisure,1,4," $3,881.25 ",5.88,Seasonal Discount,Oxford Road,1,Premium,Third-party,Sports Event,No
1696,Samantha Small,Male,61,Ghana,1696,8/22/2016,14,Deluxe," $1,736.08 ", $335.34 ,Yes,Walk-In,5,Other,4,1," $2,214.75 ",5.131,Loyalty Offer,Luxury Stay,5,Budget,Direct,Festival,No
1697,Dean Cruz,Male,18,Nigeria,1697,8/23/2016,1,Deluxe," $1,308.38 "," $1,194.09 ",No,Event,3,Leisure,1,1," $1,453.19 ",7.018,Loyalty Offer,Luxury Stay,4,Budget,Agent,Conference,No
1698,Meagan Webster,Male,40,Morocco,1698,8/24/2016,1,Double," $1,099.99 ", $714.29 ,Yes,Phone,4,Business,1,2," $1,666.51 ",8.222,None,Oxford Road,5,Budget,Direct,None,No
1699,Anthony Norris,Male,64,Egypt,1699,8/25/2016,3,Suite, $903.44 , $882.99 ,Yes,Phone,2,Business,1,4," $2,531.03 ",5.535,Event Special,Oxford Road,5,Competitive,Agent,Festival,No
1700,Gary Martin,Female,32,Ghana,1700,8/26/2016,10,Suite," $1,081.40 ", $825.03 ,No,Direct,4,Leisure,2,2," $1,879.13 ",6.938,Seasonal Discount,Luxury Stay,5,Budget,Direct,Concert,No
1701,Joel Jones,Male,54,Uganda,1701,8/27/2016,4,Double, $968.28 , $661.79 ,No,Direct,5,Business,2,2," $4,011.54 ",8.327,Seasonal Discount,Oxford Road,1,Competitive,Direct,None,No
1702,Bruce Wright,Male,23,Tanzania,1702,8/28/2016,3,Suite," $1,204.09 "," $1,037.04 ",No,Phone,5,Leisure,3,2," $1,257.96 ",9.309,None,Oxford Road,5,Premium,Direct,None,No
1703,Kelly Ross,Male,28,Algeria,1703,8/29/2016,14,Double, $500.00 , $508.57 ,No,Phone,1,Event,2,2," $2,924.41 ",5.145,Event Special,Blue Roof Hotel,3,Budget,Agent,Concert,No
1704,Joseph Thompson,Female,21,Nigeria,1704,8/30/2016,1,Double," $1,194.99 "," $1,451.35 ",Yes,Direct,2,Event,1,1," $1,993.18 ",5.288,Seasonal Discount,Luxury Stay,4,Budget,Third-party,Concert,No
1705,Timothy Mathews,Male,22,Kenya,1705,8/31/2016,14,Suite, $978.72 ," $1,242.44 ",Yes,Phone,4,Event,1,3," $1,234.72 ",8.745,None,Bahamas Luxury,5,Budget,Third-party,Concert,No
1706,Penny Boyle,Male,70,Egypt,1706,09/01/2016,5,Deluxe," $1,326.88 "," $1,405.81 ",No,Event,4,Leisure,2,1," $1,620.62 ",6.089,Loyalty Offer,Oxford Road,5,Budget,Agent,Festival,No
1707,James Allen,Male,70,Egypt,1707,09/02/2016,4,Double, $761.47 , $533.72 ,Yes,Walk-In,2,Business,3,3," $3,080.85 ",7.535,None,Oxford Road,1,Budget,Online,Sports Event,No
1708,David Simon,Male,48,South Africa,1708,09/03/2016,3,Deluxe, $776.65 ," $1,146.60 ",No,Online Travel Agency,2,Other,1,2," $3,759.05 ",5.079,Loyalty Offer,Bahamas Luxury,2,Premium,Online,Conference,No
1709,Noah Chen,Male,23,Kenya,1709,09/04/2016,3,Single," $1,410.19 "," $1,371.11 ",No,Phone,2,Other,2,1," $3,047.16 ",7.547,Seasonal Discount,Oxford Road,5,Competitive,Agent,Concert,No
